,full_address,neighborhood,nid,sale_price,prediction,difference
11996,"70 Staples Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1850000,1631765,218234
12027,"2811 Vallejo St, San Francisco, CA 94123",7 - Pacific Heights,7020,8000000,7000469,999530
12028,"2739 Broderick St, San Francisco, CA 94123-3803",7 - Cow Hollow,7040,6040000,5710424,329575
12046,"232 Corbett Ave, San Francisco, CA 94114",5 - Corona Heights,5070,2600000,3188533,-588533
12051,"197 Lower Ter, San Francisco, CA 94114",5 - Corona Heights,5070,2300000,2491634,-191634
12062,"1707 Baker St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2200000,2645466,-445466
12068,"63 Florentine St, San Francisco, CA 94112",10 - Crocker Amazon,10020,858000,755736,102263
12092,"267 Mangels Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1900000,2053382,-153382
12095,"109 Anzavista Ave, San Francisco, CA 94115",6 - Anza Vista,6010,1725000,1508471,216528
12096,"258 Caselli Ave, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2130000,2151969,-21969
12109,"44 Mount Vernon Ave, San Francisco, CA 94112",10 - Outer Mission,10040,980000,1196546,-216546
12111,"2637 Broderick St, San Francisco, CA 94123",7 - Pacific Heights,7020,6650000,6215382,434617
12125,"750 Lyon St, San Francisco, CA 94115",6 - North Panhandle,6060,1710000,1476801,233198
12161,"20 Loma Vista Ter, San Francisco, CA 94114",5 - Buena Vista/Ashbury,5060,3350000,3262895,87104
12182,"2507 Post St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,1200000,1118171,81828
12191,"2680 Green St, San Francisco, CA 94123",7 - Cow Hollow,7040,12900000,9604192,3295807
12192,"224 Guttenberg St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1150000,1305093,-155093
12201,"408 Roosevelt Way, San Francisco, CA 94114",5 - Corona Heights,5070,2250000,2307470,-57470
12220,"1005 Duncan, San Francisco, CA 94131",4 - Diamond Heights,4020,2150000,2057786,92213
12229,"47 Malta Dr, San Francisco, CA 94131",5 - Glen Park,5010,2450000,2470371,-20371
12244,"1849 Jefferson, San Francisco, CA 94123",7 - Marina,7010,2945000,3598051,-653051
12257,"363 Monterey Blvd, San Francisco, CA 94131",4 - Sunnyside,4150,1685000,1503468,181531
12268,"40 Nadell Ct, San Francisco, CA 94112-4359",10 - Crocker Amazon,10020,999000,1048139,-49139
12276,"413 Lyon St, San Francisco, CA 94117",6 - North Panhandle,6060,1610000,1871911,-261911
12294,"57 Niagara Ave, San Francisco, CA 94112",10 - Outer Mission,10040,850000,759264,90735
12310,"625 Grand View Ave, San Francisco, CA 94114",5 - Noe Valley,5030,3100000,2995239,104760
12311,"1 Raycliff Ter, San Francisco, CA 94115",7 - Pacific Heights,7020,7600000,6707152,892847
12323,"3858 Market St, San Francisco, CA 94131",5 - Twin Peaks,5040,1500000,1107012,392987
12336,"730 Grand View Ave, San Francisco, CA 94114",5 - Noe Valley,5030,1650000,1855245,-205245
12338,"59 Paulding St, San Francisco, CA 94112",10 - Mission Terrace,10080,825000,664481,160518
12354,"2117 Broderick St, San Francisco, CA 94115",7 - Pacific Heights,7020,3450000,3589897,-139897
12365,"1312 Page St, San Francisco, CA 94117-3028",5 - Haight Ashbury,5020,3630000,3815413,-185413
12382,"2825 Pine St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2215000,2148305,66694
12404,"169 Yukon St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1225000,1677078,-452078
12423,"370 Guttenberg St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1350000,1346313,3686
12429,"30 Havelock St, San Francisco, CA 94112",10 - Mission Terrace,10080,1150000,1076354,73645
12432,"1830 McAllister St, San Francisco, CA 94115-5",6 - North Panhandle,6060,2865000,4501159,-1636159
12443,"401 Brunswick St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1230000,1218186,11813
12451,"4368 17th St, San Francisco, CA 94114",5 - Corona Heights,5070,2200000,1942354,257645
12491,"675 Congo St, San Francisco, CA 94131",5 - Glen Park,5010,1850000,1682867,167132
12494,"19 Congo, San Francisco, CA 94131-3103",4 - Sunnyside,4150,1200000,1138066,61933
12501,"200 Congo St, San Francisco, CA 94131-3107",4 - Sunnyside,4150,1480000,1320404,159595
12524,"4469 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,2837500,2744563,92936
12548,"2760 Divisadero St, San Francisco, CA 94123",7 - Pacific Heights,7020,8700000,7968654,731345
12558,"2737 Divisadero St, San Francisco, CA 94123",7 - Pacific Heights,7020,9600000,10712408,-1112408
12560,"3621 Scott St, San Francisco, CA 94123",7 - Marina,7010,4100000,3983381,116618
12568,"841 Geneva Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1180000,2171546,-991546
12574,"3036 Market St, San Francisco, CA 94114",5 - Corona Heights,5070,1895000,1641529,253470
12579,"4455 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,1950000,2159385,-209385
12596,"289 Joost Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1620000,1554377,65622
12615,"228 Ocean Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1050000,968435,81564
12639,"4648 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2150000,2061762,88237
12655,"2949 Sacramento St, San Francisco, CA 94115",7 - Pacific Heights,7020,4200000,4331337,-131337
12665,"4434 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,2600000,2374323,225676
12679,"465 Marina Blvd, San Francisco, CA 94123",7 - Marina,7010,7200000,7075803,124196
12681,"4431 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,2280000,2139192,140807
12687,"4428 23rd St, San Francisco, CA 94114-3114",5 - Noe Valley,5030,1950000,1912372,37627
12705,"39 Nantucket Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1275000,1334978,-59978
12706,"14 Grand View Ter, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2800000,2698345,101654
12711,"2761 Pine St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,4700000,4582630,117369
12713,"26 Watt Ave, San Francisco, CA 94112",10 - Crocker Amazon,10020,1326000,1787791,-461791
12724,"256 Grand View Ave, San Francisco, CA 94114",5 - Noe Valley,5030,1800000,1681934,118065
12735,"24 Junior Ter, San Francisco, CA 94112",10 - Mission Terrace,10080,1180000,1237197,-57197
12795,"18 Flood Ave, San Francisco, CA 94131",4 - Sunnyside,4150,675000,291173,383826
12799,"147 Santa Ynez Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1450000,1686832,-236832
12806,"2529 Union St, San Francisco, CA 94123",7 - Cow Hollow,7040,4900000,6887725,-1987725
12819,"64 Nordhoff St, San Francisco, CA 94131-2837",5 - Glen Park,5010,2400000,2265383,134616
12829,"901 Elizabeth St, San Francisco, CA 94114",5 - Noe Valley,5030,1267500,2013340,-745840
12839,"1219 Broderick St, San Francisco, CA 94115",6 - Anza Vista,6010,3030000,2951634,78365
12841,"224 Avila St, San Francisco, CA 94123",7 - Marina,7010,4500000,4421557,78442
12867,"1925 Turk St, San Francisco, CA 94115",6 - North Panhandle,6060,1515000,1210527,304472
12868,"6 Ord Ct, San Francisco, CA 94114-1417",5 - Corona Heights,5070,1800000,3045632,-1245632
12882,"4403 24th St, San Francisco, CA 94114",5 - Noe Valley,5030,1799000,1536758,262241
12893,"64 Grand View Ave, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2505000,2402659,102340
12897,"225 Grand View Ave, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2400000,2593739,-193739
12905,"239 Monterey Blvd, San Francisco, CA 94131-3139",4 - Sunnyside,4150,1275000,1113879,161120
12913,"3020 Scott St, San Francisco, CA 94123-3322",7 - Cow Hollow,7040,4255000,5876180,-1621180
12925,"2104 Divisadero St, San Francisco, CA 94115",7 - Pacific Heights,7020,3395000,3572757,-177757
12929,"1223 Bosworth St, San Francisco, CA 94131",5 - Glen Park,5010,2300000,2239890,60109
12936,"451 Avila St, San Francisco, CA 94123",7 - Marina,7010,4506150,4506005,144
12942,"424 Avila St, San Francisco, CA 94123",7 - Marina,7010,4995000,4812755,182244
12954,"437 Hoffman Ave, San Francisco, CA 94114",5 - Noe Valley,5030,2555000,2123188,431811
12961,"261 Roosevelt Way, San Francisco, CA 94114",5 - Corona Heights,5070,4300000,4267386,32613
12962,"464 Hoffman Ave, San Francisco, CA 94114",5 - Noe Valley,5030,1400000,1368539,31460
13016,"245 Alhambra St, San Francisco, CA 94123",7 - Marina,7010,4421000,4456423,-35423
13041,"51 Hanover, San Francisco, CA 94112",10 - Crocker Amazon,10020,950000,1065756,-115756
13061,"214-216 Monterey Blvd, San Francisco, CA 94131",4 - Sunnyside,4150,1375000,1126204,248795
13082,"40 Wanda St, San Francisco, CA 94112",10 - Mission Terrace,10080,1220010,1372104,-152094
13095,"4376 21st St, San Francisco, CA 94114-2724",5 - Eureka Valley/Dolore,5100,2475000,2543403,-68403
13117,"110 Mangels Ave, San Francisco, CA 94131",4 - Sunnyside,4150,2850000,2838621,11378
13121,"154 Ocean Ave, San Francisco, CA 94112-2547",10 - Mission Terrace,10080,1318000,1720018,-402018
13124,"1880 Turk St, San Francisco, CA 94115",6 - Anza Vista,6010,4000000,7152622,-3152622
13126,"688 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,2150000,1917040,232959
13149,"152 Cervantes Blvd, San Francisco, CA 94123",7 - Marina,7010,3550000,3628576,-78576
13153,"118 Santa Ysabel Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1780000,1956324,-176324
13162,"707 Broderick St, San Francisco, CA 94117",6 - North Panhandle,6060,3133000,2967310,165689
13170,"863 Elizabeth St, San Francisco, CA 94114",5 - Noe Valley,5030,3500000,3476447,23552
13176,"834 London St, San Francisco, CA 94112",10 - Excelsior,10030,950000,858828,91171
13183,"4535 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1503500,2678353,-1174853
13188,"61 Curtis St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1400000,1535701,-135701
13196,"289 Berkeley Way, San Francisco, CA 94131",4 - Diamond Heights,4020,2300000,2266595,33404
13199,"363 Polaris Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1005000,984263,20736
13219,"31 Elk St, San Francisco, CA 94131",5 - Glen Park,5010,2105000,2956268,-851268
13237,"1995 Alemany Blvd, San Francisco, CA 94112",10 - Mission Terrace,10080,1201000,1296072,-95072
13301,"2425 Filbert St, San Francisco, CA 94123",7 - Cow Hollow,7040,4900000,4708050,191949
13304,"960 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1430000,1484528,-54528
13307,"121 Amazon Ave, San Francisco, CA 94112",10 - Excelsior,10030,1040000,924733,115266
13309,"92 Homestead St, San Francisco, CA 94114",5 - Noe Valley,5030,2730000,2734654,-4654
13321,"773 London St, San Francisco, CA 94112",10 - Excelsior,10030,1385000,1626422,-241422
13326,"68 Otsego Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1280000,1377302,-97302
13347,"75 Mangels Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1555000,1471013,83986
13351,"15 Park Hill Ave, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,2620000,2542035,77964
13352,"268 Mallorca Way, San Francisco, CA 94123",7 - Marina,7010,6050000,6445595,-395595
13362,"55 Otsego Ave, San Francisco, CA 94122",10 - Mission Terrace,10080,1432000,1740012,-308012
13373,"2219 Scott St, San Francisco, CA 94115",7 - Pacific Heights,7020,9600000,8808667,791332
13374,"4216 22nd St, San Francisco, CA 94114-3110",5 - Noe Valley,5030,1900000,1862312,37687
13390,"324 Douglass St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3240324,3931181,-690857
13403,"849 Paris St, San Francisco, CA 94122",10 - Excelsior,10030,1000000,813622,186377
13407,"249 Santa Rosa Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1360000,1437604,-77604
13422,"920 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1500000,2385429,-885429
13453,"31 Rico Way, San Francisco, CA 94123",7 - Marina,7010,6200000,5774852,425147
13461,"2 Rosella Ct, San Francisco, CA 94112",10 - Mission Terrace,10080,1032000,1045244,-13244
13491,"706 London St, San Francisco, CA 94112",10 - Excelsior,10030,1000000,881191,118808
13509,"492 Douglass St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4300000,4359091,-59091
13516,"4449 25th St, San Francisco, CA 94114",5 - Noe Valley,5030,1350000,1246219,103780
13540,"4441 25th St, San Francisco, CA 94114",5 - Noe Valley,5030,1400000,1906276,-506276
13561,"31 Paradise Ave, San Francisco, CA 94131",5 - Glen Park,5010,1650000,2277179,-627179
13583,"680 Douglass St, San Francisco, CA 94114",5 - Noe Valley,5030,4600000,4370976,229023
13592,"36 Brunswick St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1500000,2156295,-656295
13605,"380 Capistrano Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1410000,1680817,-270817
13606,"147 Monterey Blvd, San Francisco, CA 94131",4 - Sunnyside,4150,1530000,1411494,118505
13608,"18 Santa Ysabel Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1485000,1691898,-206898
13615,"4443 19th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3675000,3618605,56394
13618,"1342 Hayes St, San Francisco, CA 94117",6 - North Panhandle,6060,2600000,2533061,66938
13629,"130 Alhambra, San Francisco, CA 94123",7 - Marina,7010,2450000,2475953,-25953
13633,"2503 15th St, San Francisco, CA 94114",5 - Corona Heights,5070,3200000,3005293,194706
13656,"815 Douglass St, San Francisco, CA 94114",5 - Noe Valley,5030,2460000,2356128,103871
13657,"818 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,2275000,2104104,170895
13660,"831 27th St, San Francisco, CA 94131",5 - Noe Valley,5030,2375000,2077378,297621
13661,"4540 20th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2325000,2131003,193996
13662,"4540 20th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1550000,1694034,-144034
13673,"120 Alhambra St, San Francisco, CA 94123",7 - Marina,7010,3150000,3377786,-227786
13683,"4536 20th St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1450000,1135045,314954
13695,"887 Douglass St, San Francisco, CA 94114",5 - Noe Valley,5030,2425000,2267540,157459
13717,"2637 Pierce St, San Francisco, CA 94123",7 - Pacific Heights,7020,8500000,7430781,1069218
13733,"1266 Naples St, San Francisco, CA 94112-4447",10 - Crocker Amazon,10020,1350000,1482634,-132634
13737,"646 London St, San Francisco, CA 94112-3412",10 - Excelsior,10030,1040000,1028111,11888
13745,"300 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,3855000,3617362,237637
13751,"31 San Gabriel Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1115000,1414181,-299181
13755,"178 Eureka St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2332000,2144817,187182
13762,"125 Joost Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1300000,1119110,180889
13766,"1050 Page St, San Francisco, CA 94117",5 - Haight Ashbury,5020,3375000,3601395,-226395
13770,"234 Eureka St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3295000,3116156,178843
13773,"1225 Douglass St, San Francisco, CA 94131",5 - Noe Valley,5030,1810000,1727535,82464
13779,"130 Swiss Ave, San Francisco, CA 94131",5 - Glen Park,5010,1660000,1590429,69570
13787,"780 Elizabeth St, San Francisco, CA 94114",5 - Noe Valley,5030,2450000,2447740,2259
13800,"2566 Pine St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,4400000,4094303,305696
13801,"807 Lisbon St, San Francisco, CA 94112",10 - Excelsior,10030,800000,515339,284660
13803,"1338 Douglass St, San Francisco, CA 94131",5 - Noe Valley,5030,1445000,1164081,280918
13812,"2323 Greenwich St, San Francisco, CA 94123",7 - Cow Hollow,7040,2450000,3992925,-1542925
13825,"4394 26th St, San Francisco, CA 94131",5 - Noe Valley,5030,3400000,3322071,77928
13828,"1087 Prague St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1185000,1201020,-16020
13833,"291 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,1775000,1550546,224453
13837,"225 Rolph St, San Francisco, CA 94112",10 - Crocker Amazon,10020,800000,569971,230028
13856,"4262 23rd St, San Francisco, CA 94114",5 - Noe Valley,5030,3150000,3029954,120045
13862,"395 Eureka St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2007000,1827243,179756
13865,"1071 Prague St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1115000,1133421,-18421
13877,"167 Hamerton Ave, San Francisco, CA 94131",5 - Glen Park,5010,1700000,1561497,138502
13885,"764 Elizabeth St, San Francisco, CA 94114",5 - Noe Valley,5030,2125000,1891529,233470
13889,"105 Joost Ave, San Francisco, CA 94131",4 - Sunnyside,4150,1250000,1337059,-87059
13891,"1185 Naples St, San Francisco, CA 94112-4456",10 - Crocker Amazon,10020,1200000,1761634,-561634
13894,"784 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1925000,2111647,-186647
13903,"463 Eureka St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3700000,3591702,108297
13924,"2454-1/2 Bush St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2500000,3994893,-1494893
13926,"766 Lisbon St, San Francisco, CA 94112",10 - Excelsior,10030,810000,524257,285742
13927,"506 Eureka St, San Francisco, CA 94114-3147",5 - Noe Valley,5030,2320000,2111283,208716
13933,"787 27th St, San Francisco, CA 94131",5 - Noe Valley,5030,2350000,2247505,102494
13948,"26 Cervantes Blvd, San Francisco, CA 94123",7 - Marina,7010,2725000,2699692,25307
13953,"769 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1260000,1452882,-192882
13960,"65 Hiliritas Ave, San Francisco, CA 94131",5 - Glen Park,5010,3300000,3346823,-46823
13962,"55 Hiliritas Ave, San Francisco, CA 94131-2612",5 - Glen Park,5010,3250000,3388301,-138301
13996,"35 Hiliritas Ave, San Francisco, CA 94131-2612",5 - Glen Park,5010,1650000,1492273,157726
13999,"258 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,1400000,1502937,-102937
14019,"824 Waller St, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,1748000,1461221,286778
14020,"824 Waller, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,2100000,2100163,-163
14045,"549 Jersey St, San Francisco, CA 94114",5 - Noe Valley,5030,2670000,2455978,214021
14057,"578 London St, San Francisco, CA 94112",10 - Excelsior,10030,1165000,1376992,-211992
14059,"50 Circular Ave, San Francisco, CA 94131",5 - Glen Park,5010,975000,618413,356586
14060,"94 Joost Ave, San Francisco, CA 94131",5 - Glen Park,5010,1325000,1279308,45691
14062,"4242 24th St, San Francisco, CA 94114",5 - Noe Valley,5030,2225000,2553421,-328421
14072,"1147 Naples St, San Francisco, CA 94112-4401",10 - Crocker Amazon,10020,1000000,867525,132474
14075,"174 Arbor St, San Francisco, CA 94131",5 - Glen Park,5010,1425000,1737818,-312818
14083,"15 Hiliritas, San Francisco, CA 94131",5 - Glen Park,5010,3635000,3853062,-218062
14084,"191 Topaz Way, San Francisco, CA 94131",4 - Diamond Heights,4020,1620000,1620000,0
14087,"2285 Greenwich St, San Francisco, CA 94123",7 - Cow Hollow,7040,2150000,2261295,-111295
14090,"90 Joost Ave, San Francisco, CA 94131",5 - Glen Park,5010,1180000,1071491,108508
14093,"671 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,1680000,1976345,-296345
14101,"11 Hiliritas, San Francisco, CA 94131",5 - Glen Park,5010,3500000,3830214,-330214
14117,"667 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,2525000,2786331,-261331
14125,"591 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,1600000,1917996,-317996
14139,"2330 Diamond St, San Francisco, CA 94131",5 - Glen Park,5010,2350000,2160985,189014
14146,"2409 Vallejo St, San Francisco, CA 94123",7 - Pacific Heights,7020,3515000,6342909,-2827909
14149,"145 Santa Rosa Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1570000,1738612,-168612
14161,"211 Divisadero St, San Francisco, CA 94117",5 - Haight Ashbury,5020,2900000,2660601,239398
14163,"172 Chilton Ave, San Francisco, CA 94131",5 - Glen Park,5010,1268000,1598238,-330238
14178,"2667 Clay St, San Francisco, CA 94115",7 - Pacific Heights,7020,4400000,4626786,-226786
14183,"1265 Athens St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1418200,1864996,-446796
14193,"4338 26th St, San Francisco, CA 94131",5 - Noe Valley,5030,2525000,2268979,256020
14195,"304 Diamond St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3850000,3856535,-6535
14214,"333 Diamond St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2500000,2808197,-308197
14232,"2209 Sutter St, San Francisco, CA 94115",6 - Lower Pacific Height,6030,2770000,2688716,81283
14236,"4012 22nd St, San Francisco, CA 94114",5 - Noe Valley,5030,2450000,2640035,-190035
14248,"744 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,2950000,2789264,160735
14254,"2335 Diamond St, San Francisco, CA 94131",5 - Glen Park,5010,3800000,3945529,-145529
14258,"265 Marina Blvd, San Francisco, CA 94123",7 - Marina,7010,5474275,5948033,-473758
14260,"4335 Cesar Chavez St, San Francisco, CA 94131",5 - Noe Valley,5030,2430000,2232091,197908
14273,"2577 California St, San Francisco, CA 94115",7 - Pacific Heights,7020,2550000,2775543,-225543
14304,"64 Perine Pl, San Francisco, CA 94115",7 - Pacific Heights,7020,2470000,2853506,-383506
14312,"4326 Cesar Chavez St, San Francisco, CA 94131",5 - Noe Valley,5030,5500000,5243166,256833
14324,"851 Chenery, San Francisco, CA 94131",5 - Glen Park,5010,3300000,3299042,957
14329,"728 27th St, San Francisco, CA 94131",5 - Noe Valley,5030,2475000,2263538,211461
14331,"541 Diamond St, San Francisco, CA 94114",5 - Noe Valley,5030,2450000,3706850,-1256850
14336,"124 Drake St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1302000,1456964,-154964
14351,"4310 25th St, San Francisco, CA 94114",5 - Noe Valley,5030,1709000,2174281,-465281
14372,"2628 Steiner St, San Francisco, CA 94115",7 - Pacific Heights,7020,3177000,3374542,-197542
14393,"725 Duncan St, San Francisco, CA 94131",5 - Noe Valley,5030,4100000,3814428,285571
14432,"213 Moulton St, San Francisco, CA 94123",7 - Cow Hollow,7040,2650000,2859555,-209555
14449,"118 Russia Ave, San Francisco, CA 94112",10 - Excelsior,10030,1170000,1329839,-159839
14455,"910 Diamond St, San Francisco, CA 94114",5 - Noe Valley,5030,2400000,2659243,-259243
14461,"928 Diamond St, San Francisco, CA 94114",5 - Noe Valley,5030,3865000,3949254,-84254
14466,"54 Collingwood St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,1695000,1824539,-129539
14489,"1123 Munich St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1140000,1248761,-108761
14493,"2410 Steiner, San Francisco, CA 94115",7 - Pacific Heights,7020,4650000,5107148,-457148
14503,"535 Paris St, San Francisco, CA 94112",10 - Excelsior,10030,1100000,1087052,12947
14507,"4031 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,4100000,3919784,180215
14508,"2614 Sacramento St, San Francisco, CA 94115",7 - Pacific Heights,7020,2992500,3523018,-530518
14514,"1201 Diamond St, San Francisco, CA 94131",5 - Noe Valley,5030,2450000,3662399,-1212399
14517,"715 Duboce Ave, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,2510000,2631011,-121011
14519,"256 Theresa St, San Francisco, CA 94112",10 - Mission Terrace,10080,1100000,1162375,-62375
14529,"1308 Diamond St, San Francisco, CA 94131",5 - Noe Valley,5030,1700000,2075277,-375277
14547,"261 Collingwood St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,2560000,2337514,222485
14549,"2230 Green St, San Francisco, CA 94123",7 - Pacific Heights,7020,10399375,9203440,1195934
14552,"2430 Pine St, San Francisco, CA 94115-2624",6 - Lower Pacific Height,6030,3200000,3258238,-58238
14582,"240 Theresa St, San Francisco, CA 94112",10 - Mission Terrace,10080,1075000,1117602,-42602
14586,"586 Lisbon St, San Francisco, CA 94112-3543",10 - Excelsior,10030,1788000,2559327,-771327
14596,"951 Naples St, San Francisco, CA 94112",10 - Excelsior,10030,975000,751702,223297
14604,"748 Madrid St, San Francisco, CA 94112",10 - Excelsior,10030,1025000,1379589,-354589
14611,"1544 Diamond St, San Francisco, CA 94131",5 - Noe Valley,5030,1575000,1936571,-361571
14614,"4001 21st St, San Francisco, CA 94114",5 - Eureka Valley/Dolore,5100,3000000,2847959,152040
14629,"1600 Diamond St, San Francisco, CA 94131",5 - Noe Valley,5030,3695000,3488011,206988
14650,"734 Madrid St, San Francisco, CA 94112",10 - Excelsior,10030,871000,1078926,-207926
14656,"2148 Steiner St, San Francisco, CA 94115",7 - Pacific Heights,7020,3850000,4302707,-452707
14671,"75 Van Buren St, San Francisco, CA 94131",5 - Glen Park,5010,2310000,2279972,30027
14680,"1801 Diamond St, San Francisco, CA 94131",5 - Noe Valley,5030,1900000,1679561,220438
14683,"4284 26th St, San Francisco, CA 94131",5 - Noe Valley,5030,2225000,2128581,96418
14697,"598 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,1750000,1641873,108126
14709,"2 Van Buren St, San Francisco, CA 94131",5 - Glen Park,5010,3250000,3936625,-686625
14749,"647 Alvarado St, San Francisco, CA 94114",5 - Noe Valley,5030,2300000,3416277,-1116277
14768,"179 Brompton Ave, San Francisco, CA 94131",5 - Glen Park,5010,1760000,1548516,211483
14779,"1139 Athens St, San Francisco, CA 94112-4407",10 - Crocker Amazon,10020,1360000,1562023,-202023
14783,"641 Alvarado St, San Francisco, CA 94114",5 - Noe Valley,5030,2330000,2432057,-102057
14785,"584 28th St, San Francisco, CA 94110",5 - Noe Valley,5030,1895000,1732425,162574
14791,"255 Tingley St, San Francisco, CA 94112",10 - Mission Terrace,10080,931000,692893,238106
14796,"236 Winding Way, San Francisco, CA 94112",10 - Crocker Amazon,10020,1115000,1137325,-22325
14801,"122 Sussex St, San Francisco, CA 94131",5 - Glen Park,5010,1165000,717114,447885
14856,"11 Kronquist Ct, San Francisco, CA 94131",5 - Noe Valley,5030,2050000,2238069,-188069
14868,"383 London St, San Francisco, CA 94112",10 - Excelsior,10030,644000,215740,428259
14886,"2479 Diamond St, San Francisco, CA 94131",5 - Glen Park,5010,2025000,1744289,280710
14891,"445 Clipper St, San Francisco, CA 94114",5 - Noe Valley,5030,2010000,1998308,11691
14893,"428 Cayuga Ave, San Francisco, CA 94112",10 - Mission Terrace,10080,1300000,1638976,-338976
14898,"1080 Munich St, San Francisco, CA 94112",10 - Crocker Amazon,10020,988000,1058090,-70090
14917,"74 Beaver St, San Francisco, CA 94114",5 - Duboce Triangle,5090,2305000,2268804,36195
14920,"666 Madrid St, San Francisco, CA 94112",10 - Excelsior,10030,1350000,1438064,-88064
14929,"2598 Diamond St, San Francisco, CA 94131",5 - Glen Park,5010,1650000,1511999,138000
14932,"556 28th St, San Francisco, CA 94131",5 - Noe Valley,5030,4900000,4933519,-33519
14936,"561 Valley St, San Francisco, CA 94131",5 - Noe Valley,5030,2100000,1949727,150272
14940,"500 Cordova St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1138000,1342734,-204734
14956,"69 Beaver St, San Francisco, CA 94114",5 - Duboce Triangle,5090,2617000,2816370,-199370
